user_id,item_id,items,gender,category,pattern,color,gender,genre,material,sales_count,reviews_count,rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
188,188,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Red,Adult,Summer,Cotton,46,39,4.6,1,Saint Laurent,10,9/15/2024,45,9,2024
189,189,Autumn Skirt with Pleats,Female,Skirts,Pleats,Green,Adult,Autumn,Wool,44,38,4.7,0,Givenchy,5,10/15/2023,43,10,2023
190,190,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Purple,Adult,Winter,Down,45,39,4.6,1,Valentino,10,1/15/2024,44,1,2024
191,191,Spring Jumpsuit with Floral Print,Female,Jumpsuits,Floral Print,Pink,Adult,Spring,Silk,46,39,4.7,0,Chanel,5,4/15/2023,45,4,2023
192,192,Summer Blouse with Ruffles,Female,Tops,Ruffles,Blue,Adult,Summer,Cotton,44,38,4.6,1,Prada,10,7/15/2024,43,7,2024
193,193,Winter Jacket with Patchwork Design,Female,Outerwear,Patchwork Design,Gray,Adult,Winter,Wool,47,39,4.5,0,Gucci,5,2/15/2024,44,2,2024
194,194,Spring Dress with Bows,Female,Dresses,Bows,Yellow,Adult,Spring,Silk,48,39,4.6,1,Miu Miu,10,5/15/2023,45,5,2023
195,195,Summer Skirt with Ruffles,Female,Skirts,Ruffles,Orange,Adult,Summer,Cotton,49,39,4.7,0,Dior,5,9/15/2024,46,9,2024
196,196,Autumn Jacket with Fringe,Female,Outerwear,Fringe,Brown,Adult,Autumn,Leather,47,39,4.5,1,Versace,10,10/15/2023,44,10,2023
197,197,Winter Trousers with Stripes,Female,Trousers,Stripes,Black,Adult,Winter,Wool,45,38,4.6,0,Burberry,5,1/15/2024,43,1,2024
198,198,Spring Jumpsuit with Floral Lace,Female,Jumpsuits,Floral Lace,Pink,Adult,Spring,Silk,46,39,4.7,1,Ralph Lauren,10,4/15/2023,45,4,2023
199,199,Summer Blouse with Lace Detailing,Female,Tops,Lace Detailing,White,Adult,Summer,Cotton,44,38,4.6,0,J.Crew,5,7/15/2024,43,7,2024
200,200,Autumn Dress with Pleats,Female,Dresses,Pleats,Red,Adult,Autumn,Wool,45,39,4.5,1,Marni,10,11/15/2023,44,11,2023
201,201,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Beige,Adult,Winter,Wool,46,39,4.6,0,Tory Burch,5,2/15/2024,45,2,2024
202,202,Spring Blouse with Puffed Sleeves,Female,Tops,Puffed Sleeves,Green,Adult,Spring,Silk,47,39,4.5,1,J.W. Anderson,10,5/15/2023,44,5,2023
203,203,Summer Dress with Bows,Female,Dresses,Bows,Blue,Adult,Summer,Cotton,48,39,4.7,0,Erdem,5,8/15/2024,46,8,2024
204,204,Autumn Jacket with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Purple,Adult,Autumn,Leather,49,39,4.5,1,Alexander McQueen,10,10/15/2023,44,10,2023
205,205,Spring Skirt with Ruffles,Female,Skirts,Ruffles,Yellow,Adult,Spring,Cotton,50,40,4.6,0,Celine,5,4/15/2024,47,4,2024
206,206,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Orange,Adult,Summer,Silk,51,41,4.4,1,Balenciaga,10,7/15/2023,48,7,2023
207,207,Autumn Blouse with Lace Overlay,Female,Tops,Lace Overlay,Brown,Adult,Autumn,Wool,52,42,4.5,0,Givenchy,5,11/15/2024,49,11,2024
208,208,Winter Pants with Fringe,Female,Trousers,Fringe,Grey,Adult,Winter,Leather,53,43,4.3,1,Prada,10,2/15/2023,50,2,2023
209,209,Spring Jumpsuit with Tie Waist,Female,Jumpsuits,Tie Waist,Black,Adult,Spring,Silk,54,44,4.6,0,Valentino,5,5/15/2024,51,5,2024
210,210,Summer Tunic with Fringe,Female,Tops,Fringe,Pink,Adult,Summer,Cotton,55,45,4.4,1,Miu Miu,10,8/15/2023,52,8,2023
211,211,Autumn Dress with Bows,Female,Dresses,Bows,Red,Adult,Autumn,Wool,56,46,4.5,0,Versace,5,10/15/2024,53,10,2024
212,212,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,White,Adult,Winter,Leather,57,47,4.4,1,Gucci,10,3/15/2023,54,3,2023
213,213,Spring Jacket with Ruffles,Female,Outerwear,Ruffles,Green,Adult,Spring,Silk,58,48,4.5,0,Dior,5,6/15/2024,55,6,2024
214,214,Summer Blouse with Lace Detailing,Female,Tops,Lace Detailing,Purple,Adult,Summer,Cotton,59,49,4.6,1,Chanel,10,9/15/2023,56,9,2023
215,215,Autumn Skirt with Pleats,Female,Skirts,Pleats,Blue,Adult,Autumn,Wool,60,50,4.4,0,Balmain,5,12/15/2024,57,12,2024
216,216,Winter Dress with Fringe,Female,Dresses,Fringe,Gold,Adult,Winter,Leather,61,51,4.5,1,Saint Laurent,10,1/15/2023,58,1,2023
217,217,Spring Blouse with Floral Print,Female,Tops,Floral Print,Yellow,Adult,Spring,Silk,62,52,4.5,0,Alexander McQueen,5,7/15/2024,59,7,2024
218,218,Summer Skirt with Tassels,Female,Skirts,Tassels,Orange,Adult,Summer,Linen,63,53,4.4,1,Moschino,10,11/15/2023,59,11,2023
219,219,Autumn Jacket with Fur Hood,Female,Outerwear,Fur Hood,Black,Adult,Autumn,Leather,64,54,4.6,0,Valentino,5,4/15/2024,60,4,2024
220,220,Winter Tunic with Faux Fur Sleeve,Female,Tops,Faux Fur Sleeve,Grey,Adult,Winter,Cashmere,65,55,4.4,1,Burberry,10,2/15/2023,61,2,2023
221,221,Spring Dress with Ruffles,Female,Dresses,Ruffles,Pink,Adult,Spring,Cotton,66,56,4.5,0,Celine,5,5/15/2024,62,5,2024
222,222,Summer Jumpsuit with Stripes,Female,Jumpsuits,Stripes,White,Adult,Summer,Cotton,67,57,4.4,1,Prada,10,10/15/2023,63,10,2023
223,223,Autumn Blouse with Lace,Female,Tops,Lace,Brown,Adult,Autumn,Silk,68,58,4.5,0,Saint Laurent,5,8/15/2024,64,8,2024
224,224,Winter Cardigan with Fringe,Female,Cardigans,Fringe,Red,Adult,Winter,Wool,69,59,4.4,1,Miu Miu,10,6/15/2023,65,6,2023
225,225,Spring Jacket with Bows,Female,Outerwear,Bows,Blue,Adult,Spring,Leather,70,60,4.5,0,Versace,5,3/15/2024,66,3,2024
226,226,Summer Dress with Ruffles,Female,Dresses,Ruffles,Green,Adult,Summer,Linen,71,61,4.4,1,Givenchy,10,9/15/2023,67,9,2023
227,227,Autumn Blouse with Lace Detailing,Female,Tops,Lace Detailing,Black,Adult,Autumn,Silk,72,62,4.5,0,Balenciaga,5,11/15/2024,68,11,2024
228,228,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,White,Adult,Winter,Leather,73,63,4.4,1,Gucci,10,4/15/2023,69,4,2023
229,229,Spring Jumpsuit with Floral Print,Female,Jumpsuits,Floral Print,Pink,Adult,Spring,Cotton,74,64,4.5,0,Chanel,5,2/15/2024,70,2,2024
230,230,Summer Skirt with Polka Dots,Female,Skirts,Polka Dots,Black,Adult,Summer,Silk,75,65,4.4,1,Dior,10,12/15/2023,71,12,2023
231,231,Autumn Blouse with Plaid,Female,Tops,Plaid,Red,Adult,Autumn,Wool,76,66,4.5,0,Fendi,5,9/15/2024,72,9,2024
232,232,Winter Coat with Faux Fur Trim,Female,Outerwear,Faux Fur Trim,Grey,Adult,Winter,Leather,77,67,4.4,1,Valentino,10,5/15/2023,73,5,2023
233,233,Spring Dress with Floral Lace,Female,Dresses,Floral Lace,White,Adult,Spring,Linen,78,68,4.5,0,Ralph Lauren,5,4/15/2024,74,4,2024
234,234,Summer Top with Tie Dye,Female,Tops,Tie Dye,Blue,Adult,Summer,Cotton,79,69,4.4,1,Zara,10,8/15/2023,75,8,2023
235,235,Autumn Jacket with Fleece Lining,Female,Outerwear,Fleece Lining,Brown,Adult,Autumn,Leather,80,70,4.5,0,H&M,5,10/15/2024,76,10,2024
236,236,Winter Cardigan with Patchwork,Female,Cardigans,Patchwork,Green,Adult,Winter,Wool,81,71,4.4,1,Uniqlo,10,7/15/2023,77,7,2023
237,237,Spring Skirt with Tartan Print,Female,Skirts,Tartan Print,Purple,Adult,Spring,Silk,82,72,4.5,0,Topshop,5,3/15/2024,78,3,2024
238,238,Summer Dress with Stripes,Female,Dresses,Stripes,Yellow,Adult,Summer,Linen,83,73,4.4,1,Mango,10,11/15/2023,79,11,2023
239,239,Autumn Blouse with Geometric Print,Female,Tops,Geometric Print,Orange,Adult,Autumn,Silk,84,74,4.5,0,J.Crew,5,1/15/2024,80,1,2024
240,240,Winter Coat with Faux Fur Sleeves,Female,Outerwear,Faux Fur Sleeves,Pink,Adult,Winter,Leather,85,75,4.4,1,Cos,10,6/15/2023,81,6,2023
241,241,Summer Maxi Dress with Floral Print,Female,Dresses,Floral Print,Red,Adult,Summer,Cotton,86,76,4.5,0,Zara,5,9/15/2023,82,9,2023
242,242,Autumn Scarf with Fringe,Female,Accessories,Fringe,Gray,Adult,Autumn,Wool,87,77,4.4,1,H&M,10,11/15/2024,83,11,2024
243,243,Winter Boots with Fur Lining,Female,Footwear,Fur Lining,Black,Adult,Winter,Leather,88,78,4.5,0,Uniqlo,5,5/15/2023,84,5,2023
244,244,Spring Skort with Lace Trim,Female,Skorts,Lace Trim,Pink,Adult,Spring,Cotton,89,79,4.4,1,Topshop,10,2/15/2024,85,2,2024
245,245,Summer Shorts with Ruffled Hem,Female,Shorts,Ruffled Hem,Blue,Adult,Summer,Linen,90,80,4.5,0,Mango,5,12/15/2023,86,12,2023
246,246,Autumn Pants with Patchwork,Female,Pants,Patchwork,Green,Adult,Autumn,Wool,91,81,4.4,1,J.Crew,5,4/15/2024,87,4,2024
247,247,Winter Jumpsuit with Satin Bows,Female,Jumpsuits,Satin Bows,White,Adult,Winter,Satin,92,82,4.5,0,Cos,5,3/15/2023,88,3,2023
248,248,Spring Cardigan with Lace Detailing,Female,Cardigans,Lace Detailing,Yellow,Adult,Spring,Cotton,93,83,4.4,1,Zara,10,5/15/2024,89,5,2024
249,249,Summer Top with Cutouts,Female,Tops,Cutouts,Orange,Adult,Summer,Silk,94,84,4.5,0,H&M,5,10/15/2023,86,10,2023
250,250,Autumn Blouse with Paisley Print,Female,Tops,Paisley Print,Purple,Adult,Autumn,Silk,95,85,4.4,1,Uniqlo,10,6/15/2024,87,6,2024
251,251,Winter Jacket with Fur Hood,Female,Outerwear,Fur Hood,Brown,Adult,Winter,Leather,96,86,4.5,0,Topshop,5,7/15/2023,88,7,2023
252,252,Spring Cardigan with Fringe,Female,Cardigans,Fringe,Green,Adult,Spring,Wool,97,87,4.4,1,J.Crew,10,8/15/2024,89,8,2024
253,253,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,Cotton,98,88,4.5,0,H&M,5,9/15/2024,90,9,2024
254,254,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Blue,Adult,Summer,Cotton,99,89,4.4,1,Zara,10,11/15/2023,91,11,2023
255,255,Autumn Blouse with Lace Trim,Female,Tops,Lace Trim,Red,Adult,Autumn,Silk,100,90,4.5,0,Uniqlo,5,10/15/2024,92,10,2024
256,256,Winter Jacket with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Grey,Adult,Winter,Leather,101,91,4.4,1,Topshop,5,12/15/2023,93,12,2023
257,257,Spring Jumpsuit with Ruffle Hem,Female,Jumpsuits,Ruffle Hem,Yellow,Adult,Spring,Cotton,102,92,4.5,0,Cos,5,11/15/2024,94,11,2024
258,258,Summer Top with Ruffles,Female,Tops,Ruffles,Pink,Adult,Summer,Silk,103,93,4.4,1,J.Crew,10,2/15/2023,95,2,2023
259,259,Autumn Pants with Stripes,Female,Pants,Stripes,Black,Adult,Autumn,Wool,104,94,4.5,0,J.Crew,5,12/15/2024,96,12,2024
260,260,Winter Cardigan with Faux Fur Collar,Female,Cardigans,Faux Fur Collar,Beige,Adult,Winter,Cotton,105,95,4.4,1,Uniqlo,10,3/15/2023,97,3,2023
261,261,Spring Blouse with Lace Overlay,Female,Tops,Lace Overlay,White,Adult,Spring,Silk,106,96,4.5,0,Cos,5,1/15/2024,98,1,2024
262,262,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Green,Adult,Summer,Cotton,107,97,4.4,1,Zara,10,4/15/2023,99,4,2023
263,263,Autumn Dress with Floral Print,Female,Dresses,Floral Print,Purple,Adult,Autumn,Silk,108,98,4.5,0,H&M,5,2/15/2024,100,2,2024
264,264,Winter Jacket with Fur Hood,Female,Outerwear,Fur Hood,Brown,Adult,Winter,Leather,109,99,4.4,1,Topshop,5,5/15/2023,101,5,2023
265,265,Spring Dress with Paisley Print,Female,Dresses,Paisley Print,Blue,Adult,Spring,Cotton,110,100,4.5,0,ASOS,10,3/15/2024,102,3,2024
266,266,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Yellow,Adult,Summer,Linen,111,99,4.4,1,J.Crew,5,6/15/2023,103,6,2023
267,267,Autumn Jacket with Faux Leather Sleeves,Female,Outerwear,Faux Leather Sleeves,Red,Adult,Autumn,Polyester,112,101,4.5,0,Uniqlo,10,4/15/2024,104,4,2024
268,268,Winter Pants with Faux Fur Trim,Female,Pants,Faux Fur Trim,Grey,Adult,Winter,Wool,113,102,4.4,1,Cos,5,7/15/2023,105,7,2023
269,269,Spring Blouse with Lace Trim,Female,Tops,Lace Trim,White,Adult,Spring,Silk,114,103,4.5,0,Zara,10,5/15/2024,106,5,2024
270,270,Summer Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Summer,Cotton,115,104,4.4,1,H&M,5,8/15/2023,107,8,2023
271,271,Autumn Top with Tie Neck,Female,Tops,Tie Neck,Burgundy,Adult,Autumn,Silk,116,105,4.5,0,Topshop,10,6/15/2024,108,6,2024
272,272,Winter Cardigan with Faux Fur Collar,Female,Cardigans,Faux Fur Collar,Beige,Adult,Winter,Wool,117,106,4.4,1,ASOS,5,9/15/2023,109,9,2023
273,273,Spring Jacket with Patchwork Sleeves,Female,Outerwear,Patchwork Sleeves,Green,Adult,Spring,Leather,118,107,4.5,0,J.Crew,10,7/15/2024,110,7,2024
274,274,Summer Dress with Striped Print,Female,Dresses,Striped Print,Black,Adult,Summer,Linen,119,108,4.4,1,Uniqlo,5,10/15/2023,111,10,2023
275,275,Autumn Skirt with Lace Overlay,Female,Skirts,Lace Overlay,White,Adult,Autumn,Silk,120,109,4.5,0,Cos,10,8/15/2024,112,8,2024
276,276,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Black,Adult,Winter,Wool,121,110,4.3,2,Nordstrom,15,11/15/2023,113,11,2023
277,277,Spring Dress with Floral Print,Female,Dresses,Floral Print,Yellow,Adult,Spring,Cotton,122,111,4.6,0,Macy's,10,4/15/2024,114,4,2024
278,278,Summer Blouse with Tie Detail,Female,Tops,Tie Detail,Blue,Adult,Summer,Linen,123,112,4.4,1,Bloomingdale's,5,6/15/2023,115,6,2023
279,279,Autumn Jacket with Fringe Sleeves,Female,Outerwear,Fringe Sleeves,Brown,Adult,Autumn,Leather,124,113,4.5,0,Saks Fifth Avenue,10,9/15/2024,116,9,2024
280,280,Winter Cardigan with Patchwork Design,Female,Cardigans,Patchwork Design,Grey,Adult,Winter,Wool,125,114,4.3,1,L.L.Bean,5,12/15/2023,117,12,2023
281,281,Spring Skirt with Ruffled Hem,Female,Skirts,Ruffled Hem,Pink,Adult,Spring,Silk,126,115,4.5,0,Anthropologie,10,5/15/2024,118,5,2024
282,282,Summer Top with Lace Inserts,Female,Tops,Lace Inserts,White,Adult,Summer,Cotton,127,116,4.4,1,J.Crew,5,7/15/2023,119,7,2023
283,283,Autumn Dress with Pleated Skirt,Female,Dresses,Pleated Skirt,Red,Adult,Autumn,Wool,128,117,4.5,0,Nordstrom,10,10/15/2024,120,10,2024
284,284,Winter Pants with Fleece Lining,Female,Pants,Fleece Lining,Black,Adult,Winter,Wool,129,118,4.4,1,H&M,5,1/15/2023,121,1,2023
285,285,Spring Jacket with Belted Waist,Female,Outerwear,Belted Waist,Green,Adult,Spring,Leather,130,119,4.5,0,Uniqlo,10,3/15/2024,122,3,2024
286,286,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Blue,Adult,Summer,Linen,131,120,4.4,1,ASOS,5,8/15/2023,123,8,2023
287,287,Autumn Blouse with Lace Sleeves,Female,Blouses,Lace Sleeves,Brown,Adult,Autumn,Cotton,132,121,4.5,0,Zara,10,11/15/2024,124,11,2024
288,288,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Grey,Adult,Winter,Wool,133,122,4.4,1,Mango,5,2/15/2023,125,2,2023
289,289,Spring Top with Ruffled Sleeves,Female,Tops,Ruffled Sleeves,Yellow,Adult,Spring,Silk,134,123,4.6,0,Forever 21,10,4/15/2024,126,4,2024
290,290,Summer Dress with Flower Print,Female,Dresses,Flower Print,Pink,Adult,Summer,Cotton,135,124,4.3,1,H&M,5,6/15/2023,127,6,2023
291,291,Autumn Pants with Elastic Waist,Female,Pants,Elastic Waist,Black,Adult,Autumn,Jersey,136,125,4.4,0,Target,10,12/15/2024,128,12,2024
292,292,Winter Hat with Faux Fur Earflaps,Female,Accessories,Faux Fur Earflaps,White,Adult,Winter,Wool,137,126,4.7,0,Old Navy,5,3/15/2023,129,3,2023
293,293,Spring Scarf with Tassel Ends,Female,Accessories,Tassel Ends,Red,Adult,Spring,Silk,138,127,4.5,0,J.Crew,10,5/15/2024,130,5,2024
294,294,Summer Sandals with Ankle Straps,Female,Shoes,Ankle Straps,Brown,Adult,Summer,Leather,139,128,4.2,1,Skechers,5,7/15/2023,132,7,2023
295,295,Autumn Jacket with Fringe Detail,Female,Outerwear,Fringe Detail,Blue,Adult,Autumn,Leather,140,129,4.6,0,Reebok,10,10/15/2024,133,10,2024
296,296,Winter Boots with Fur Lining,Female,Shoes,Fur Lining,Grey,Adult,Winter,Leather,141,130,4.4,1,New Balance,5,1/15/2023,134,1,2023
297,297,Spring Dress with Ruffled Hem,Female,Dresses,Ruffled Hem,Pink,Adult,Spring,Silk,142,131,4.5,0,J.Crew,10,6/15/2024,135,6,2024
298,298,Autumn Blouse with Puff Sleeves,Female,Tops,Puff Sleeves,Maroon,Adult,Autumn,Cotton,143,132,4.3,0,Zara,5,11/15/2023,136,11,2023
299,299,Winter Coat with Faux Fur Collar,Female,Outerwear,Faux Fur Collar,Black,Adult,Winter,Wool,144,133,4.6,0,H&M,10,2/15/2024,137,2,2024
300,300,Spring Skirt with Pleats,Female,Skirts,Pleats,Yellow,Adult,Spring,Linen,145,134,4.5,0,ASOS,5,4/15/2023,138,4,2023
301,301,Summer Dress with Ruffles,Female,Dresses,Ruffles,Green,Adult,Summer,Cotton,146,135,4.4,1,Forever 21,10,8/15/2023,140,8,2023
302,302,Autumn Skirt with Lace Trim,Female,Skirts,Lace Trim,Beige,Adult,Autumn,Wool,147,136,4.7,0,Topshop,5,10/15/2023,141,10,2023
303,303,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Navy,Adult,Winter,Cotton,148,137,4.5,0,Mango,10,1/15/2024,142,1,2024
304,304,Spring Jacket with Tie Belt,Female,Outerwear,Tie Belt,Pink,Adult,Spring,Denim,149,138,4.3,1,Uniqlo,5,5/15/2023,143,5,2023
305,305,Summer Tank Top with Lace Inserts,Female,Tops,Lace Inserts,White,Adult,Summer,Cotton,150,139,4.2,0,Fashion Nova,10,7/15/2023,144,7,2023
306,306,Autumn Cardigan with Lace Detail,Female,Sweaters,Lace Detail,Grey,Adult,Autumn,Wool,151,140,4.6,0,Marks & Spencer,5,12/15/2023,145,12,2023
307,307,Winter Coat with Faux Fur Cuffs,Female,Outerwear,Faux Fur Cuffs,Burgundy,Adult,Winter,Leather,152,141,4.8,0,Coach,10,3/15/2024,146,3,2024
308,308,Spring Skirt with Ruching,Female,Skirts,Ruching,Coral,Adult,Spring,Silk,153,142,4.4,0,Banana Republic,5,4/15/2023,147,4,2023
309,309,Summer Maxi Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Summer,Cotton,154,143,4.6,0,Zara,10,8/15/2023,148,8,2023
310,310,Autumn Jacket with Faux Leather Sleeves,Female,Outerwear,Faux Leather Sleeves,Black,Adult,Autumn,Cotton,155,144,4.5,0,H&M,5,11/15/2023,149,11,2023
311,311,Winter Puffer Jacket with Hood,Female,Outerwear,Hood,Blue,Adult,Winter,Fleece,156,145,4.7,0,North Face,10,2/15/2024,150,2,2024
312,312,Spring Blouse with Lace Detail,Female,Tops,Lace Detail,White,Adult,Spring,Silk,157,146,4.4,0,J.Crew,5,6/15/2023,151,6,2023
313,313,Summer Shorts with Tie Waist,Female,Shorts,Tie Waist,Denim,Adult,Summer,Denim,158,147,4.3,0,Levi's,10,9/15/2023,152,9,2023
314,314,Autumn Scarf with Fringe,Female,Accessories,Fringe,Brown,Adult,Autumn,Wool,159,148,4.2,0,Etsy,5,10/15/2023,153,10,2023
315,315,Winter Hat with Pom Pom,Female,Accessories,Pom Pom,Red,Adult,Winter,Wool,160,149,4.1,0,Etsy,10,1/15/2024,154,1,2024
316,316,Spring Skirt with Ruffled Hem,Female,Skirts,Ruffled Hem,Yellow,Adult,Spring,Cotton,161,150,4.5,0,ASOS,5,4/15/2023,155,4,2023
317,317,Summer Swimsuit with Halter Neck,Female,Swimwear,Halter Neck,Green,Adult,Summer,Lycra,162,151,4.4,0,Victoria's Secret,10,7/15/2023,156,7,2023
318,318,Autumn Blazer with Patch Pockets,Female,Outerwear,Patch Pockets,Green,Adult,Autumn,Wool,163,152,4.6,0,J.Crew,5,12/15/2023,157,12,2023
319,319,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Navy,Adult,Winter,Cotton,164,153,4.4,0,H&M,10,3/15/2024,158,3,2024
320,320,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,Cotton,165,154,4.5,0,Zara,5,5/15/2023,159,5,2023
321,321,Summer Top with Lace Overlay,Female,Tops,Lace Overlay,White,Adult,Summer,Polyester,166,155,4.4,0,ASOS,10,8/15/2023,160,8,2023
322,322,Autumn Coat with Fur Trim,Female,Outerwear,Fur Trim,Black,Adult,Autumn,Wool,167,156,4.6,0,Michael Kors,5,11/15/2023,161,11,2023
323,323,Winter Jacket with Pockets,Female,Outerwear,Pockets,Grey,Adult,Winter,Fleece,168,157,4.3,0,Nike,10,2/15/2024,162,2,2024
324,324,Spring Jacket with Hood,Female,Outerwear,Hood,Blue,Adult,Spring,Cotton,169,158,4.5,0,Patagonia,5,6/15/2023,163,6,2023
325,325,Summer Skirt with Tie Waist,Female,Skirts,Tie Waist,Red,Adult,Summer,Cotton,170,159,4.4,0,Forever 21,10,9/15/2023,164,9,2023
326,326,Autumn Pants with Elastic Waist,Female,Pants,Elastic Waist,Brown,Adult,Autumn,Cotton,171,160,4.2,0,Old Navy,5,10/15/2023,165,10,2023
327,327,Winter Leggings with Thermal Lining,Female,Leggings,Thermal Lining,Black,Adult,Winter,Polyester,172,161,4.6,0,Lululemon,10,1/15/2024,166,1,2024
328,328,Spring Top with Ruffles,Female,Tops,Ruffles,Green,Adult,Spring,Polyester,173,162,4.3,0,Anthropologie,5,4/15/2023,167,4,2023
329,329,Summer Shorts with Pockets,Female,Shorts,Pockets,Denim,Adult,Summer,Denim,174,163,4.4,0,Levi's,10,7/15/2023,168,7,2023
330,330,Autumn Blouse with Lace Trim,Female,Blouses,Lace Trim,White,Adult,Autumn,Polyester,175,164,4.5,0,Everlane,5,12/15/2023,169,12,2023
331,331,Winter Coat with Fur Trim,Female,Outerwear,Fur Trim,Beige,Adult,Winter,Wool,176,165,4.4,0,The North Face,10,2/15/2024,171,2,2024
332,332,Spring Dress with Floral Pattern,Female,Dresses,Floral,Pink,Adult,Spring,Cotton,177,166,4.6,0,ASOS,5,5/15/2023,172,5,2023
333,333,Summer Skirt with Gathered Waist,Female,Skirts,Gathered Waist,Blue,Adult,Summer,Linen,178,167,4.3,0,Zara,10,8/15/2023,173,8,2023
334,334,Autumn Jacket with Faux Leather,Female,Outerwear,Faux Leather,Black,Adult,Autumn,Polyester,179,168,4.5,0,Uniqlo,5,11/15/2023,174,11,2023
335,335,Winter Sweater with Turtleneck,Female,Sweaters,Turtleneck,Grey,Adult,Winter,Cashmere,180,169,4.7,0,J.Crew,10,1/15/2024,175,1,2024
336,336,Spring Blouse with Ruffled Sleeves,Female,Blouses,Ruffled Sleeves,White,Adult,Spring,Silk,181,170,4.4,0,J.Crew,5,4/15/2023,176,4,2023
337,337,Summer Top with Cutouts,Female,Tops,Cutouts,Yellow,Adult,Summer,Polyester,182,171,4.2,0,Forever 21,10,7/15/2023,177,7,2023
338,338,Autumn Pants with Wide Legs,Female,Pants,Wide Legs,Red,Adult,Autumn,Cotton,183,172,4.1,0,H&M,5,12/15/2023,178,12,2023
339,339,Winter Boots with Fur Lining,Female,Boots,Fur Lining,Brown,Adult,Winter,Leather,184,173,4.6,0,UGG,10,2/15/2024,179,2,2024
340,340,Spring Hat with Floral Pattern,Female,Hats,Floral,Pink,Adult,Spring,Cotton,185,174,4.5,0,Madewell,5,5/15/2023,174,5,2023
341,341,Summer Scarf with Fringe,Female,Scarves,Fringe,Turquoise,Adult,Summer,Silk,186,175,4.3,0,Anthropologie,10,8/15/2023,179,8,2023
342,342,Winter Jacket with Faux Fur Hood,Female,Jackets,Faux Fur Hood,Black,Adult,Winter,Leather,187,176,4.5,0,Coach,10,3/15/2024,181,3,2024
343,343,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,Cotton,188,177,4.4,0,Zara,5,6/15/2023,182,6,2023
344,344,Summer Skirt with Tie Waist,Female,Skirts,Tie Waist,Blue,Adult,Summer,Linen,189,178,4.3,0,Mango,10,9/15/2023,183,9,2023
345,345,Autumn Coat with Belted Waist,Female,Coats,Belted Waist,Green,Adult,Autumn,Wool,190,179,4.2,0,Michael Kors,5,11/15/2023,184,11,2023
346,346,Winter Cardigan with Lace Trim,Female,Cardigans,Lace Trim,White,Adult,Winter,Cashmere,191,180,4.6,0,J.Crew,10,1/15/2024,185,1,2024
347,347,Spring Blouse with Peter Pan Collar,Female,Blouses,Peter Pan Collar,Yellow,Adult,Spring,Silk,192,181,4.4,0,Madewell,5,4/15/2023,186,4,2023
348,348,Summer Top with Ruching,Female,Tops,Ruching,Red,Adult,Summer,Cotton,193,182,4.2,0,H&M,10,7/15/2023,187,7,2023
349,349,Autumn Pants with Elastic Waist,Female,Pants,Elastic Waist,Grey,Adult,Autumn,Cotton,194,183,4.1,0,Forever 21,5,12/15/2023,188,12,2023
350,350,Winter Hat with Faux Fur Earflaps,Female,Hats,Faux Fur Earflaps,Brown,Adult,Winter,Wool,195,184,4.3,0,UGG,10,2/15/2024,189,2,2024
351,351,Spring Scarf with Tassels,Female,Scarves,Tassels,Purple,Adult,Spring,Silk,196,185,4.4,0,Anthropologie,5,5/15/2023,184,5,2023
352,352,Summer Sandals with Straps,Female,Sandals,Straps,Black,Adult,Summer,Leather,197,186,4.2,0,Steve Madden,10,8/15/2023,185,8,2023
353,353,Autumn Skirt with Pleats,Female,Skirts,Pleats,Green,Adult,Autumn,Wool,198,187,4.5,0,Zara,5,11/15/2023,186,11,2023
354,354,Winter Coat with Faux Fur Lining,Female,Coats,Faux Fur Lining,Black,Adult,Winter,Leather,199,188,4.6,0,Michael Kors,10,3/15/2024,187,3,2024
355,355,Spring Jacket with Patchwork Sleeves,Female,Jackets,Patchwork Sleeves,Blue,Adult,Spring,Denim,200,189,4.4,0,Free People,5,6/15/2023,188,6,2023
356,356,Summer Dress with Ruffles,Female,Dresses,Ruffles,Pink,Adult,Summer,Cotton,201,190,4.3,0,Reformation,10,9/15/2023,189,9,2023
