product_id,product_name,gender,category,pattern,color,age_group,season,price,material,sales_count,reviews_count,average_rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
20050,Winter Coat with Faux Fur Hood,Female,Outerwear,Faux Fur Hood,Grey,Adult,Winter,159.99,Wool,44,38,4.7,0,Versace,5,2024-03-15,43,3,2024
20051,Spring Skirt with Floral Print,Female,Skirts,Floral Print,Yellow,Adult,Spring,89.99,Cotton,47,39,4.6,1,Miu Miu,10,2023-06-15,46,6,2023
20052,Summer Dress with Stripes,Female,Dresses,Stripes,Pink,Adult,Summer,99.99,Cotton,45,38,4.5,0,Alexander McQueen,5,2024-08-15,44,8,2024
20053,Autumn Jacket with Belted Waist,Female,Outerwear,Belted Waist,Black,Adult,Autumn,129.99,Leather,46,39,4.7,1,Dior,10,2023-12-15,45,12,2023
20054,Winter Trousers with Faux Leather Pockets,Female,Trousers,Faux Leather Pockets,Blue,Adult,Winter,119.99,Wool,44,38,4.6,0,Fendi,5,2024-02-15,43,2,2024
20055,Spring Blouse with Lace Sleeves,Female,Tops,Lace Sleeves,White,Adult,Spring,69.99,Silk,45,39,4.5,0,Balmain,5,2023-05-15,44,5,2023
20056,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Red,Adult,Summer,109.99,Cotton,46,39,4.6,1,Saint Laurent,10,2024-09-15,45,9,2024
20057,Autumn Skirt with Pleats,Female,Skirts,Pleats,Green,Adult,Autumn,89.99,Wool,44,38,4.7,0,Givenchy,5,2023-10-15,43,10,2023
20058,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Purple,Adult,Winter,149.99,Down,45,39,4.6,1,Valentino,10,2024-01-15,44,1,2024
20059,Spring Jumpsuit with Floral Print,Female,Jumpsuits,Floral Print,Pink,Adult,Spring,129.99,Silk,46,39,4.7,0,Chanel,5,2023-04-15,45,4,2023
20060,Summer Blouse with Ruffles,Female,Tops,Ruffles,Blue,Adult,Summer,79.99,Cotton,44,38,4.6,1,Prada,10,2024-07-15,43,7,2024
20061,Winter Jacket with Patchwork Design,Female,Outerwear,Patchwork Design,Gray,Adult,Winter,139.99,Wool,47,39,4.5,0,Gucci,5,2024-02-15,44,2,2024
20062,Spring Dress with Bows,Female,Dresses,Bows,Yellow,Adult,Spring,99.99,Silk,48,39,4.6,1,Miu Miu,10,2023-05-15,45,5,2023
20063,Summer Skirt with Ruffles,Female,Skirts,Ruffles,Orange,Adult,Summer,89.99,Cotton,49,39,4.7,0,Dior,5,2024-09-15,46,9,2024
20064,Autumn Jacket with Fringe,Female,Outerwear,Fringe,Brown,Adult,Autumn,129.99,Leather,47,39,4.5,1,Versace,10,2023-10-15,44,10,2023
20065,Winter Trousers with Stripes,Female,Trousers,Stripes,Black,Adult,Winter,119.99,Wool,45,38,4.6,0,Burberry,5,2024-01-15,43,1,2024
20066,Spring Jumpsuit with Floral Lace,Female,Jumpsuits,Floral Lace,Pink,Adult,Spring,149.99,Silk,46,39,4.7,1,Ralph Lauren,10,2023-04-15,45,4,2023
20067,Summer Blouse with Lace Detailing,Female,Tops,Lace Detailing,White,Adult,Summer,69.99,Cotton,44,38,4.6,0,J.Crew,5,2024-07-15,43,7,2024
20068,Autumn Dress with Pleats,Female,Dresses,Pleats,Red,Adult,Autumn,109.99,Wool,45,39,4.5,1,Marni,10,2023-11-15,44,11,2023
20069,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Beige,Adult,Winter,99.99,Wool,46,39,4.6,0,Tory Burch,5,2024-02-15,45,2,2024
20070,Spring Blouse with Puffed Sleeves,Female,Tops,Puffed Sleeves,Green,Adult,Spring,79.99,Silk,47,39,4.5,1,J.W. Anderson,10,2023-05-15,44,5,2023
20071,Summer Dress with Bows,Female,Dresses,Bows,Blue,Adult,Summer,89.99,Cotton,48,39,4.7,0,Erdem,5,2024-08-15,46,8,2024
20072,Autumn Jacket with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Purple,Adult,Autumn,159.99,Leather,49,39,4.5,1,Alexander McQueen,10,2023-10-15,44,10,2023
20073,Spring Skirt with Ruffles,Female,Skirts,Ruffles,Yellow,Adult,Spring,59.99,Cotton,50,40,4.6,0,Celine,5,2024-04-15,47,4,2024
20074,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Orange,Adult,Summer,99.99,Silk,51,41,4.4,1,Balenciaga,10,2023-07-15,48,7,2023
20075,Autumn Blouse with Lace Overlay,Female,Tops,Lace Overlay,Brown,Adult,Autumn,89.99,Wool,52,42,4.5,0,Givenchy,5,2024-11-15,49,11,2024
20076,Winter Pants with Fringe,Female,Trousers,Fringe,Grey,Adult,Winter,129.99,Leather,53,43,4.3,1,Prada,10,2023-02-15,50,2,2023
20077,Spring Jumpsuit with Tie Waist,Female,Jumpsuits,Tie Waist,Black,Adult,Spring,139.99,Silk,54,44,4.6,0,Valentino,5,2024-05-15,51,5,2024
20078,Summer Tunic with Fringe,Female,Tops,Fringe,Pink,Adult,Summer,69.99,Cotton,55,45,4.4,1,Miu Miu,10,2023-08-15,52,8,2023
20079,Autumn Dress with Bows,Female,Dresses,Bows,Red,Adult,Autumn,99.99,Wool,56,46,4.5,0,Versace,5,2024-10-15,53,10,2024
20080,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,White,Adult,Winter,169.99,Leather,57,47,4.4,1,Gucci,10,2023-03-15,54,3,2023
20081,Spring Jacket with Ruffles,Female,Outerwear,Ruffles,Green,Adult,Spring,119.99,Silk,58,48,4.5,0,Dior,5,2024-06-15,55,6,2024
20082,Summer Blouse with Lace Detailing,Female,Tops,Lace Detailing,Purple,Adult,Summer,79.99,Cotton,59,49,4.6,1,Chanel,10,2023-09-15,56,9,2023
20083,Autumn Skirt with Pleats,Female,Skirts,Pleats,Blue,Adult,Autumn,69.99,Wool,60,50,4.4,0,Balmain,5,2024-12-15,57,12,2024
20084,Winter Dress with Fringe,Female,Dresses,Fringe,Gold,Adult,Winter,149.99,Leather,61,51,4.5,1,Saint Laurent,10,2023-01-15,58,1,2023
20085,Spring Blouse with Floral Print,Female,Tops,Floral Print,Yellow,Adult,Spring,89.99,Silk,62,52,4.5,0,Alexander McQueen,5,2024-07-15,59,7,2024
20086,Summer Skirt with Tassels,Female,Skirts,Tassels,Orange,Adult,Summer,59.99,Linen,63,53,4.4,1,Moschino,10,2023-11-15,59,11,2023
20087,Autumn Jacket with Fur Hood,Female,Outerwear,Fur Hood,Black,Adult,Autumn,159.99,Leather,64,54,4.6,0,Valentino,5,2024-04-15,60,4,2024
20088,Winter Tunic with Faux Fur Sleeve,Female,Tops,Faux Fur Sleeve,Grey,Adult,Winter,129.99,Cashmere,65,55,4.4,1,Burberry,10,2023-02-15,61,2,2023
20089,Spring Dress with Ruffles,Female,Dresses,Ruffles,Pink,Adult,Spring,109.99,Cotton,66,56,4.5,0,Celine,5,2024-05-15,62,5,2024
20090,Summer Jumpsuit with Stripes,Female,Jumpsuits,Stripes,White,Adult,Summer,99.99,Cotton,67,57,4.4,1,Prada,10,2023-10-15,63,10,2023
20091,Autumn Blouse with Lace,Female,Tops,Lace,Brown,Adult,Autumn,79.99,Silk,68,58,4.5,0,Saint Laurent,5,2024-08-15,64,8,2024
20092,Winter Cardigan with Fringe,Female,Cardigans,Fringe,Red,Adult,Winter,99.99,Wool,69,59,4.4,1,Miu Miu,10,2023-06-15,65,6,2023
20093,Spring Jacket with Bows,Female,Outerwear,Bows,Blue,Adult,Spring,119.99,Leather,70,60,4.5,0,Versace,5,2024-03-15,66,3,2024
20094,Summer Dress with Ruffles,Female,Dresses,Ruffles,Green,Adult,Summer,89.99,Linen,71,61,4.4,1,Givenchy,10,2023-09-15,67,9,2023
20095,Autumn Blouse with Lace Detailing,Female,Tops,Lace Detailing,Black,Adult,Autumn,79.99,Silk,72,62,4.5,0,Balenciaga,5,2024-11-15,68,11,2024
20096,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,White,Adult,Winter,179.99,Leather,73,63,4.4,1,Gucci,10,2023-04-15,69,4,2023
20097,Spring Jumpsuit with Floral Print,Female,Jumpsuits,Floral Print,Pink,Adult,Spring,109.99,Cotton,74,64,4.5,0,Chanel,5,2024-02-15,70,2,2024
20098,Summer Skirt with Polka Dots,Female,Skirts,Polka Dots,Black,Adult,Summer,69.99,Silk,75,65,4.4,1,Dior,10,2023-12-15,71,12,2023
20099,Autumn Blouse with Plaid,Female,Tops,Plaid,Red,Adult,Autumn,79.99,Wool,76,66,4.5,0,Fendi,5,2024-09-15,72,9,2024
20100,Winter Coat with Faux Fur Trim,Female,Outerwear,Faux Fur Trim,Grey,Adult,Winter,189.99,Leather,77,67,4.4,1,Valentino,10,2023-05-15,73,5,2023
20101,Spring Dress with Floral Lace,Female,Dresses,Floral Lace,White,Adult,Spring,119.99,Linen,78,68,4.5,0,Ralph Lauren,5,2024-04-15,74,4,2024
20102,Summer Top with Tie Dye,Female,Tops,Tie Dye,Blue,Adult,Summer,49.99,Cotton,79,69,4.4,1,Zara,10,2023-08-15,75,8,2023
20103,Autumn Jacket with Fleece Lining,Female,Outerwear,Fleece Lining,Brown,Adult,Autumn,99.99,Leather,80,70,4.5,0,H&M,5,2024-10-15,76,10,2024
20104,Winter Cardigan with Patchwork,Female,Cardigans,Patchwork,Green,Adult,Winter,89.99,Wool,81,71,4.4,1,Uniqlo,10,2023-07-15,77,7,2023
20105,Spring Skirt with Tartan Print,Female,Skirts,Tartan Print,Purple,Adult,Spring,59.99,Silk,82,72,4.5,0,Topshop,5,2024-03-15,78,3,2024
20106,Summer Dress with Stripes,Female,Dresses,Stripes,Yellow,Adult,Summer,79.99,Linen,83,73,4.4,1,Mango,10,2023-11-15,79,11,2023
20107,Autumn Blouse with Geometric Print,Female,Tops,Geometric Print,Orange,Adult,Autumn,69.99,Silk,84,74,4.5,0,J.Crew,5,2024-01-15,80,1,2024
20108,Winter Coat with Faux Fur Sleeves,Female,Outerwear,Faux Fur Sleeves,Pink,Adult,Winter,199.99,Leather,85,75,4.4,1,Cos,10,2023-06-15,81,6,2023
20109,Summer Maxi Dress with Floral Print,Female,Dresses,Floral Print,Red,Adult,Summer,69.99,Cotton,86,76,4.5,0,Zara,5,2023-09-15,82,9,2023
20110,Autumn Scarf with Fringe,Female,Accessories,Fringe,Gray,Adult,Autumn,29.99,Wool,87,77,4.4,1,H&M,10,2024-11-15,83,11,2024
20111,Winter Boots with Fur Lining,Female,Footwear,Fur Lining,Black,Adult,Winter,129.99,Leather,88,78,4.5,0,Uniqlo,5,2023-05-15,84,5,2023
20112,Spring Skort with Lace Trim,Female,Skorts,Lace Trim,Pink,Adult,Spring,49.99,Cotton,89,79,4.4,1,Topshop,10,2024-02-15,85,2,2024
20113,Summer Shorts with Ruffled Hem,Female,Shorts,Ruffled Hem,Blue,Adult,Summer,39.99,Linen,90,80,4.5,0,Mango,5,2023-12-15,86,12,2023
20114,Autumn Pants with Patchwork,Female,Pants,Patchwork,Green,Adult,Autumn,79.99,Wool,91,81,4.4,1,J.Crew,5,2024-04-15,87,4,2024
20115,Winter Jumpsuit with Satin Bows,Female,Jumpsuits,Satin Bows,White,Adult,Winter,99.99,Satin,92,82,4.5,0,Cos,5,2023-03-15,88,3,2023
20116,Spring Cardigan with Lace Detailing,Female,Cardigans,Lace Detailing,Yellow,Adult,Spring,59.99,Cotton,93,83,4.4,1,Zara,10,2024-05-15,89,5,2024
20117,Summer Top with Cutouts,Female,Tops,Cutouts,Orange,Adult,Summer,49.99,Silk,94,84,4.5,0,H&M,5,2023-10-15,86,10,2023
20118,Autumn Blouse with Paisley Print,Female,Tops,Paisley Print,Purple,Adult,Autumn,69.99,Silk,95,85,4.4,1,Uniqlo,10,2024-06-15,87,6,2024
20119,Winter Jacket with Fur Hood,Female,Outerwear,Fur Hood,Brown,Adult,Winter,159.99,Leather,96,86,4.5,0,Topshop,5,2023-07-15,88,7,2023
20120,Spring Cardigan with Fringe,Female,Cardigans,Fringe,Green,Adult,Spring,79.99,Wool,97,87,4.4,1,J.Crew,10,2024-08-15,89,8,2024
20121,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,69.99,Cotton,98,88,4.5,0,H&M,5,2024-09-15,90,9,2024
20122,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Blue,Adult,Summer,59.99,Cotton,99,89,4.4,1,Zara,10,2023-11-15,91,11,2023
20123,Autumn Blouse with Lace Trim,Female,Tops,Lace Trim,Red,Adult,Autumn,79.99,Silk,100,90,4.5,0,Uniqlo,5,2024-10-15,92,10,2024
20124,Winter Jacket with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Grey,Adult,Winter,149.99,Leather,101,91,4.4,1,Topshop,5,2023-12-15,93,12,2023
20125,Spring Jumpsuit with Ruffle Hem,Female,Jumpsuits,Ruffle Hem,Yellow,Adult,Spring,89.99,Cotton,102,92,4.5,0,Cos,5,2024-11-15,94,11,2024
20126,Summer Top with Ruffles,Female,Tops,Ruffles,Pink,Adult,Summer,49.99,Silk,103,93,4.4,1,J.Crew,10,2023-02-15,95,2,2023
20127,Autumn Pants with Stripes,Female,Pants,Stripes,Black,Adult,Autumn,69.99,Wool,104,94,4.5,0,J.Crew,5,2024-12-15,96,12,2024
20128,Winter Cardigan with Faux Fur Collar,Female,Cardigans,Faux Fur Collar,Beige,Adult,Winter,89.99,Cotton,105,95,4.4,1,Uniqlo,10,2023-03-15,97,3,2023
20129,Spring Blouse with Lace Overlay,Female,Tops,Lace Overlay,White,Adult,Spring,79.99,Silk,106,96,4.5,0,Cos,5,2024-01-15,98,1,2024
20130,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Green,Adult,Summer,59.99,Cotton,107,97,4.4,1,Zara,10,2023-04-15,99,4,2023
20131,Autumn Dress with Floral Print,Female,Dresses,Floral Print,Purple,Adult,Autumn,89.99,Silk,108,98,4.5,0,H&M,5,2024-02-15,100,2,2024
20132,Winter Jacket with Fur Hood,Female,Outerwear,Fur Hood,Brown,Adult,Winter,159.99,Leather,109,99,4.4,1,Topshop,5,2023-05-15,101,5,2023
20133,Spring Dress with Paisley Print,Female,Dresses,Paisley Print,Blue,Adult,Spring,99.99,Cotton,110,100,4.5,0,ASOS,10,2024-03-15,102,3,2024
20134,Summer Skirt with Tie Dye,Female,Skirts,Tie Dye,Yellow,Adult,Summer,69.99,Linen,111,99,4.4,1,J.Crew,5,2023-06-15,103,6,2023
20135,Autumn Jacket with Faux Leather Sleeves,Female,Outerwear,Faux Leather Sleeves,Red,Adult,Autumn,129.99,Polyester,112,101,4.5,0,Uniqlo,10,2024-04-15,104,4,2024
20136,Winter Pants with Faux Fur Trim,Female,Pants,Faux Fur Trim,Grey,Adult,Winter,99.99,Wool,113,102,4.4,1,Cos,5,2023-07-15,105,7,2023
20137,Spring Blouse with Lace Trim,Female,Tops,Lace Trim,White,Adult,Spring,89.99,Silk,114,103,4.5,0,Zara,10,2024-05-15,106,5,2024
20138,Summer Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Summer,79.99,Cotton,115,104,4.4,1,H&M,5,2023-08-15,107,8,2023
20139,Autumn Top with Tie Neck,Female,Tops,Tie Neck,Burgundy,Adult,Autumn,59.99,Silk,116,105,4.5,0,Topshop,10,2024-06-15,108,6,2024
20140,Winter Cardigan with Faux Fur Collar,Female,Cardigans,Faux Fur Collar,Beige,Adult,Winter,89.99,Wool,117,106,4.4,1,ASOS,5,2023-09-15,109,9,2023
20141,Spring Jacket with Patchwork Sleeves,Female,Outerwear,Patchwork Sleeves,Green,Adult,Spring,119.99,Leather,118,107,4.5,0,J.Crew,10,2024-07-15,110,7,2024
20142,Summer Dress with Striped Print,Female,Dresses,Striped Print,Black,Adult,Summer,69.99,Linen,119,108,4.4,1,Uniqlo,5,2023-10-15,111,10,2023
20143,Autumn Skirt with Lace Overlay,Female,Skirts,Lace Overlay,White,Adult,Autumn,89.99,Silk,120,109,4.5,0,Cos,10,2024-08-15,112,8,2024
20144,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Black,Adult,Winter,159.99,Wool,121,110,4.3,2,Nordstrom,15,2023-11-15,113,11,2023
20145,Spring Dress with Floral Print,Female,Dresses,Floral Print,Yellow,Adult,Spring,99.99,Cotton,122,111,4.6,0,Macy's,10,2024-04-15,114,4,2024
20146,Summer Blouse with Tie Detail,Female,Tops,Tie Detail,Blue,Adult,Summer,79.99,Linen,123,112,4.4,1,Bloomingdale's,5,2023-06-15,115,6,2023
20147,Autumn Jacket with Fringe Sleeves,Female,Outerwear,Fringe Sleeves,Brown,Adult,Autumn,129.99,Leather,124,113,4.5,0,Saks Fifth Avenue,10,2024-09-15,116,9,2024
20148,Winter Cardigan with Patchwork Design,Female,Cardigans,Patchwork Design,Grey,Adult,Winter,99.99,Wool,125,114,4.3,1,L.L.Bean,5,2023-12-15,117,12,2023
20149,Spring Skirt with Ruffled Hem,Female,Skirts,Ruffled Hem,Pink,Adult,Spring,69.99,Silk,126,115,4.5,0,Anthropologie,10,2024-05-15,118,5,2024
20150,Summer Top with Lace Inserts,Female,Tops,Lace Inserts,White,Adult,Summer,59.99,Cotton,127,116,4.4,1,J.Crew,5,2023-07-15,119,7,2023
20151,Autumn Dress with Pleated Skirt,Female,Dresses,Pleated Skirt,Red,Adult,Autumn,89.99,Wool,128,117,4.5,0,Nordstrom,10,2024-10-15,120,10,2024
20152,Winter Pants with Fleece Lining,Female,Pants,Fleece Lining,Black,Adult,Winter,109.99,Wool,129,118,4.4,1,H&M,5,2023-01-15,121,1,2023
20153,Spring Jacket with Belted Waist,Female,Outerwear,Belted Waist,Green,Adult,Spring,119.99,Leather,130,119,4.5,0,Uniqlo,10,2024-03-15,122,3,2024
20154,Summer Dress with Tie Waist,Female,Dresses,Tie Waist,Blue,Adult,Summer,79.99,Linen,131,120,4.4,1,ASOS,5,2023-08-15,123,8,2023
20155,Autumn Blouse with Lace Sleeves,Female,Blouses,Lace Sleeves,Brown,Adult,Autumn,74.99,Cotton,132,121,4.5,0,Zara,10,2024-11-15,124,11,2024
20156,Winter Coat with Faux Fur Lining,Female,Outerwear,Faux Fur Lining,Grey,Adult,Winter,149.99,Wool,133,122,4.4,1,Mango,5,2023-02-15,125,2,2023
20157,Spring Top with Ruffled Sleeves,Female,Tops,Ruffled Sleeves,Yellow,Adult,Spring,49.99,Silk,134,123,4.6,0,Forever 21,10,2024-04-15,126,4,2024
20158,Summer Dress with Flower Print,Female,Dresses,Flower Print,Pink,Adult,Summer,59.99,Cotton,135,124,4.3,1,H&M,5,2023-06-15,127,6,2023
20159,Autumn Pants with Elastic Waist,Female,Pants,Elastic Waist,Black,Adult,Autumn,49.99,Jersey,136,125,4.4,0,Target,10,2024-12-15,128,12,2024
20160,Winter Hat with Faux Fur Earflaps,Female,Accessories,Faux Fur Earflaps,White,Adult,Winter,29.99,Wool,137,126,4.7,0,Old Navy,5,2023-03-15,129,3,2023
20161,Spring Scarf with Tassel Ends,Female,Accessories,Tassel Ends,Red,Adult,Spring,19.99,Silk,138,127,4.5,0,J.Crew,10,2024-05-15,130,5,2024
20162,Summer Sandals with Ankle Straps,Female,Shoes,Ankle Straps,Brown,Adult,Summer,39.99,Leather,139,128,4.2,1,Skechers,5,2023-07-15,132,7,2023
20163,Autumn Jacket with Fringe Detail,Female,Outerwear,Fringe Detail,Blue,Adult,Autumn,129.99,Leather,140,129,4.6,0,Reebok,10,2024-10-15,133,10,2024
20164,Winter Boots with Fur Lining,Female,Shoes,Fur Lining,Grey,Adult,Winter,99.99,Leather,141,130,4.4,1,New Balance,5,2023-01-15,134,1,2023
20165,Spring Dress with Ruffled Hem,Female,Dresses,Ruffled Hem,Pink,Adult,Spring,69.99,Silk,142,131,4.5,0,J.Crew,10,2024-06-15,135,6,2024
20166,Autumn Blouse with Puff Sleeves,Female,Tops,Puff Sleeves,Maroon,Adult,Autumn,39.99,Cotton,143,132,4.3,0,Zara,5,2023-11-15,136,11,2023
20167,Winter Coat with Faux Fur Collar,Female,Outerwear,Faux Fur Collar,Black,Adult,Winter,159.99,Wool,144,133,4.6,0,H&M,10,2024-02-15,137,2,2024
20168,Spring Skirt with Pleats,Female,Skirts,Pleats,Yellow,Adult,Spring,49.99,Linen,145,134,4.5,0,ASOS,5,2023-04-15,138,4,2023
20169,Summer Dress with Ruffles,Female,Dresses,Ruffles,Green,Adult,Summer,59.99,Cotton,146,135,4.4,1,Forever 21,10,2023-08-15,140,8,2023
20170,Autumn Skirt with Lace Trim,Female,Skirts,Lace Trim,Beige,Adult,Autumn,59.99,Wool,147,136,4.7,0,Topshop,5,2023-10-15,141,10,2023
20171,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Navy,Adult,Winter,69.99,Cotton,148,137,4.5,0,Mango,10,2024-01-15,142,1,2024
20172,Spring Jacket with Tie Belt,Female,Outerwear,Tie Belt,Pink,Adult,Spring,79.99,Denim,149,138,4.3,1,Uniqlo,5,2023-05-15,143,5,2023
20173,Summer Tank Top with Lace Inserts,Female,Tops,Lace Inserts,White,Adult,Summer,19.99,Cotton,150,139,4.2,0,Fashion Nova,10,2023-07-15,144,7,2023
20174,Autumn Cardigan with Lace Detail,Female,Sweaters,Lace Detail,Grey,Adult,Autumn,49.99,Wool,151,140,4.6,0,Marks & Spencer,5,2023-12-15,145,12,2023
20175,Winter Coat with Faux Fur Cuffs,Female,Outerwear,Faux Fur Cuffs,Burgundy,Adult,Winter,179.99,Leather,152,141,4.8,0,Coach,10,2024-03-15,146,3,2024
20176,Spring Skirt with Ruching,Female,Skirts,Ruching,Coral,Adult,Spring,44.99,Silk,153,142,4.4,0,Banana Republic,5,2023-04-15,147,4,2023
20177,Summer Maxi Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Summer,99.99,Cotton,154,143,4.6,0,Zara,10,2023-08-15,148,8,2023
20178,Autumn Jacket with Faux Leather Sleeves,Female,Outerwear,Faux Leather Sleeves,Black,Adult,Autumn,89.99,Cotton,155,144,4.5,0,H&M,5,2023-11-15,149,11,2023
20179,Winter Puffer Jacket with Hood,Female,Outerwear,Hood,Blue,Adult,Winter,119.99,Fleece,156,145,4.7,0,North Face,10,2024-02-15,150,2,2024
20180,Spring Blouse with Lace Detail,Female,Tops,Lace Detail,White,Adult,Spring,39.99,Silk,157,146,4.4,0,J.Crew,5,2023-06-15,151,6,2023
20181,Summer Shorts with Tie Waist,Female,Shorts,Tie Waist,Denim,Adult,Summer,34.99,Denim,158,147,4.3,0,Levi's,10,2023-09-15,152,9,2023
20182,Autumn Scarf with Fringe,Female,Accessories,Fringe,Brown,Adult,Autumn,19.99,Wool,159,148,4.2,0,Etsy,5,2023-10-15,153,10,2023
20183,Winter Hat with Pom Pom,Female,Accessories,Pom Pom,Red,Adult,Winter,14.99,Wool,160,149,4.1,0,Etsy,10,2024-01-15,154,1,2024
20184,Spring Skirt with Ruffled Hem,Female,Skirts,Ruffled Hem,Yellow,Adult,Spring,49.99,Cotton,161,150,4.5,0,ASOS,5,2023-04-15,155,4,2023
20185,Summer Swimsuit with Halter Neck,Female,Swimwear,Halter Neck,Green,Adult,Summer,44.99,Lycra,162,151,4.4,0,Victoria's Secret,10,2023-07-15,156,7,2023
20186,Autumn Blazer with Patch Pockets,Female,Outerwear,Patch Pockets,Green,Adult,Autumn,79.99,Wool,163,152,4.6,0,J.Crew,5,2023-12-15,157,12,2023
20187,Winter Cardigan with Fringe,Female,Sweaters,Fringe,Navy,Adult,Winter,59.99,Cotton,164,153,4.4,0,H&M,10,2024-03-15,158,3,2024
20188,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,69.99,Cotton,165,154,4.5,0,Zara,5,2023-05-15,159,5,2023
20189,Summer Top with Lace Overlay,Female,Tops,Lace Overlay,White,Adult,Summer,39.99,Polyester,166,155,4.4,0,ASOS,10,2023-08-15,160,8,2023
20190,Autumn Coat with Fur Trim,Female,Outerwear,Fur Trim,Black,Adult,Autumn,149.99,Wool,167,156,4.6,0,Michael Kors,5,2023-11-15,161,11,2023
20191,Winter Jacket with Pockets,Female,Outerwear,Pockets,Grey,Adult,Winter,99.99,Fleece,168,157,4.3,0,Nike,10,2024-02-15,162,2,2024
20192,Spring Jacket with Hood,Female,Outerwear,Hood,Blue,Adult,Spring,79.99,Cotton,169,158,4.5,0,Patagonia,5,2023-06-15,163,6,2023
20193,Summer Skirt with Tie Waist,Female,Skirts,Tie Waist,Red,Adult,Summer,49.99,Cotton,170,159,4.4,0,Forever 21,10,2023-09-15,164,9,2023
20194,Autumn Pants with Elastic Waist,Female,Pants,Elastic Waist,Brown,Adult,Autumn,29.99,Cotton,171,160,4.2,0,Old Navy,5,2023-10-15,165,10,2023
20195,Winter Leggings with Thermal Lining,Female,Leggings,Thermal Lining,Black,Adult,Winter,59.99,Polyester,172,161,4.6,0,Lululemon,10,2024-01-15,166,1,2024
20196,Spring Top with Ruffles,Female,Tops,Ruffles,Green,Adult,Spring,34.99,Polyester,173,162,4.3,0,Anthropologie,5,2023-04-15,167,4,2023
20197,Summer Shorts with Pockets,Female,Shorts,Pockets,Denim,Adult,Summer,39.99,Denim,174,163,4.4,0,Levi's,10,2023-07-15,168,7,2023
20198,Autumn Blouse with Lace Trim,Female,Blouses,Lace Trim,White,Adult,Autumn,49.99,Polyester,175,164,4.5,0,Everlane,5,2023-12-15,169,12,2023
20199,Winter Coat with Fur Trim,Female,Outerwear,Fur Trim,Beige,Adult,Winter,129.99,Wool,176,165,4.4,0,The North Face,10,2024-02-15,171,2,2024
20200,Spring Dress with Floral Pattern,Female,Dresses,Floral,Pink,Adult,Spring,69.99,Cotton,177,166,4.6,0,ASOS,5,2023-05-15,172,5,2023
20201,Summer Skirt with Gathered Waist,Female,Skirts,Gathered Waist,Blue,Adult,Summer,44.99,Linen,178,167,4.3,0,Zara,10,2023-08-15,173,8,2023
20202,Autumn Jacket with Faux Leather,Female,Outerwear,Faux Leather,Black,Adult,Autumn,89.99,Polyester,179,168,4.5,0,Uniqlo,5,2023-11-15,174,11,2023
20203,Winter Sweater with Turtleneck,Female,Sweaters,Turtleneck,Grey,Adult,Winter,59.99,Cashmere,180,169,4.7,0,J.Crew,10,2024-01-15,175,1,2024
20204,Spring Blouse with Ruffled Sleeves,Female,Blouses,Ruffled Sleeves,White,Adult,Spring,49.99,Silk,181,170,4.4,0,J.Crew,5,2023-04-15,176,4,2023
20205,Summer Top with Cutouts,Female,Tops,Cutouts,Yellow,Adult,Summer,39.99,Polyester,182,171,4.2,0,Forever 21,10,2023-07-15,177,7,2023
20206,Autumn Pants with Wide Legs,Female,Pants,Wide Legs,Red,Adult,Autumn,34.99,Cotton,183,172,4.1,0,H&M,5,2023-12-15,178,12,2023
20207,Winter Boots with Fur Lining,Female,Boots,Fur Lining,Brown,Adult,Winter,99.99,Leather,184,173,4.6,0,UGG,10,2024-02-15,179,2,2024
20208,Spring Hat with Floral Pattern,Female,Hats,Floral,Pink,Adult,Spring,14.99,Cotton,185,174,4.5,0,Madewell,5,2023-05-15,174,5,2023
20209,Summer Scarf with Fringe,Female,Scarves,Fringe,Turquoise,Adult,Summer,19.99,Silk,186,175,4.3,0,Anthropologie,10,2023-08-15,179,8,2023
20210,Winter Jacket with Faux Fur Hood,Female,Jackets,Faux Fur Hood,Black,Adult,Winter,89.99,Leather,187,176,4.5,0,Coach,10,2024-03-15,181,3,2024
20211,Spring Dress with Floral Print,Female,Dresses,Floral Print,Pink,Adult,Spring,69.99,Cotton,188,177,4.4,0,Zara,5,2023-06-15,182,6,2023
